Review ID,Username,Rating,Review Text,Date
566e8e4d-6125-4acd-b71a-9144c2b43d20,Mario Samego,4,Mohon ditambah fitur-fitur seperti self upgrade speed dll,2025-04-04 10:18:17
168075ec-96ca-484e-87c5-7b305fefc652,Sierra Oscar,3,"Pelayanan lelet, pengaduan lelet, tehnisi lelet, soal duit gercep",2025-04-03 01:14:47
a378b50b-fd19-4e71-8639-4116125ad8b3,Ade Irna Ikballah,1,"Akhir akhir ini sering internet LOS (Putus) 4x dalam durasi tidak ada sebulan... awalnya responnya cepat makin kesini lambat sekali. Cs Agent wa cuma di Read doang. Masak iya harus japri ke teknisi langsung terus. Internet LOS di tiket keluhan keterangannya malah internet lemot, Aneh banget... Lemot itu seenggaknya masih bisa di pake, cuma turun aja FUP nya, ini gak bisa dipake sama sekali. Pikir pikir lagi deh yg mau pake Internet Oxygen...",2025-04-03 01:14:11
d40fcf5b-afcf-4c19-832a-b151d644c8ed,Abdillah Alexx,2,apk kurang akurat sehinga pembayaran sering salah bayar,2025-04-02 07:06:24
f0667a78-fce5-46ab-8695-301934e3a470,Hadisti Arianti,2,pembaharuan mulu tiap bulan heran,2025-03-26 02:56:05
ffd1aedd-8572-43bb-a93e-719e29e429e9,Imam Gumilar,1,"sinyal makin sini makin jelek, keluhan lama buat datengin petugasnya",2025-03-25 23:17:51
2ecc8f20-3c81-4687-af47-4b1659a5c313,Shahih Bukhari,5,provider yang bagus banget jaringan dan harga stabil ...mantap 🥰🥰🥰,2025-03-25 06:02:25
7a1db740-97ef-4e9b-882d-d7ffe7a49723,Widodo Widodo,1,saya kecewa baru bayar 306.000 trus ada pemutusan sepihak .. krn oxygen tdk bolèh lagi masuk ke wilayah saya malaka sari duren sawit ... knapa dgn RW 03 ... balikin dong uangnya ..,2025-03-22 20:48:48
7a44ae7b-2f5d-46dc-8abc-315989bfe749,Rudi Anto,1,ini aplikasi baru beberapa hari sudah update ja abisin ram saja gak penting update2 buang buang penyimpanan saja tolong lah di perbaiki lagi apkiaksi dikit2 update sekalian napa,2025-03-21 22:34:50
05221848-884c-4908-b1d4-4ed8a8046de5,Andri Sastrawijaya,5,lumayan agak lamcar,2025-03-19 16:26:58
5bff78b2-7b55-498d-bb17-f6a425c67582,rio prbw,5,"pake oxygen, pasang wifi jam 9 pagi, tiba tiba ujan gede, wifi loss, ada tanda merah di router, udh di restart (restart ya guys bukan riset), masih tetep sama, paginya laporan, kenapa loss, udah dilakuin segala cara tapi masih ga normal,kdng bisa ke smbung tapi stiap dipake lebih dari 2 orang dia loss lagi, akhirnya pagi itu juga lngsng lapor ke cs via WhatsApp, beberapa menit lngsng dapet nomer laporan. malem langsung di cek sama teknisi, gercep. pdhal smpet ragu krna review jlk di playstore.",2025-03-19 12:41:46
a2e4685f-93a5-45e6-acfc-b4b99095ace1,Muhammad Rifaldiansyah,1,sampah,2025-03-19 08:42:56
45b29445-4b8a-4ca3-96b9-8b95d2f86f03,Harris Harto Dininggrat,1,"KOK TIAP BULAN HARUS LAPOR, INTERNET SLOW",2025-03-18 13:11:14
5ff44694-3416-4180-bb5f-eafb96e1b80d,Adityo Prabowo,1,respon lama nyesel juga pake oxygen ini.... sdh hampir 2 hari internet gak ada....telek lah OXYGEN,2025-03-18 02:44:43
f86a6396-072a-420d-bacb-fa8c60af1043,liza rubata,2,"Kecewa banget nukarin poin 5500 untuk upgrade speed 200 Mbps ga ada perubahan sama sekali, ngumpulin poin udah berlangganan dari 2019",2025-03-17 21:40:08
5d6196fa-e6c4-4117-a004-885623689c5e,Aman Suherman,1,Pelayanan kurang,2025-03-17 11:04:24
5209bc37-b8f7-4ff8-9460-ef42ae5eb1bf,Siti Yatimah,1,"RESPON LAMBAT, MENAGIH CEPAT JARINGAN LELET",2025-03-15 17:10:51
70aca2b9-954b-4ed3-81da-c12e65ed1129,aa_iebienk26,1,"Namanya Doang 75 Mbps, Tetapi Sinyal Seperti 25 mbps huhhhhh Payah Ganti Operator Lain Aja",2025-03-13 22:04:09
32aec5f4-f95b-4fd9-8a27-da58f272093e,Hanum Cell,3,"Buka Aplikasi swndiri susah dibuka pake wifi oxygen, wifinya awal ok taun ke tiga, wa dan aplikasi aja ga kebuka padahal speed 150 coba upgret naek 200 mbps sama bae cuma 20 max 40, wis angel angel",2025-03-12 11:51:42
de6f696b-e769-4630-adc9-10f6416166d1,sindi rosalina,2,pelayanan ny sgat mengecewakan..sdh bayar wifi oxygen tp ditunggu 2 jam ttp aja tdk memyala otomatis..udh tlp castamer service jg tetap tdk nyala wifi saya..mlh suruh perbaikan..nyesel langganan oxygen,2025-03-11 00:02:04
8ba86c9a-3211-4ba8-b109-3a29bbc04718,Eko Rahmat,1,"Saya bayar ga pernah telat, giliran jaringan sering lemot, saya loh sudah langganan 5 thn lebih. Knp tambah lama jaringan tambah lemot,, pengen ganti yg lain rasa nya",2025-03-10 17:32:15
331f490e-470e-4e71-b414-a11291b7752c,kozjay channel,1,Kacaw respon yg sangat lama jika internetnya lagi jelek,2025-03-09 16:50:07
02f21818-25a8-4ed9-8517-29523aa418bb,Lina Delaw,1,"Asli kapok dan berasa ketipu dengan WIFI ini,,, udah bayar diawal... Baru dipasang blom juga nyampe 2 jam di pake di 1 HP lemotnya minta ampun.... Katanya speed 50Mbps hanya omon² doang gak sesuai... Rugi banget wifi giniannnn....",2025-03-09 01:33:09
bad5f02c-40d6-4db0-bd87-57daad25c4f4,Fajar Ristiyadi,1,Emang kacau provider ini...masa mau berhenti langganan harus minimal 1 tahun....kalo kurang dari 1 tahun kena denda pinalti Permainan apa ini ??? Dari salesnya gk ada pemberitahuan di awal Kan BAGONG namanya,2025-03-08 18:16:14
6a857d1a-436c-4a1c-9385-d10c6b88592f,Rendranto Luthfiansyah,1,"Belum sebulan langganan, internet ngadat setiap hari. Buat laporan ke CS dan Komplain ke teknisi, katanya surat kerja belum keluar walau kerusakan sdh 6 hari. Minta berhenti berlangganan malah diminta denda 500 rb, tp internet ngadat 6 hari (dan masih berlangsung) gak ada kompensasi",2025-03-07 11:09:13
9b5a9490-974f-478f-a340-c9bd57627ef4,Wijaya,1,"Klo mau bintang 5, buktikan donk kecepatan tiap paket memang sesuai dg fakta bukan omon-omon, bukan modus. Soalnya dari awal pasang blm pernah stabil, blm pernah kencang. Ga seperti yg diucapkan dlm iklannya. Yang ada malah lemot dan sering hilang-hilang coy. Cpd..",2025-03-06 04:50:49
8e2d2bd9-1a24-49a9-85fc-053a204ff95f,Deni,5,Good lahh gak salah pilih jaringan,2025-03-04 20:18:54
c86a239a-c1dc-4045-9c54-e5cd82fd11df,Fitria Millenia Shafira,1,"Kecewa banget, baru pasang 3 hari, ada aja kendalanya. kalau bisa tuh teknisi ditugaskan 2-3 orang per rumah, jadi nya gak lama banget.",2025-03-04 13:07:09
e0e9105d-c793-4e85-b50b-0aa2ce00885f,Bhidit Indhi,5,Mantaap.. gak Lelet,2025-03-04 12:13:22
0eb1b2f3-dd83-4803-8d3f-565aa548e6d6,Fery Firmansyah,1,diupdate malah gabisa dibuka,2025-03-04 10:32:37
cfe81de2-8274-48c1-aa97-8814521b4dbc,surya rpw,1,"Ini internet oxygen kalau cari konsumen cepat respon nya, tapi untuk konsumen perlu perbaikan internet nya...paraaahhhh respon nya. Saya pernah laporan dari minggu pagi dan sudah dapat nomor ticket utk perbaikan/kunjungan teknisi, baru hadir Senin siang dan nomor ticket keluar yg baru.... Mohon kwalitas pelayanan pelanggan diperhatikan....!!!!!",2025-03-04 09:08:08
24b11a5b-3c73-433d-8d74-8f9527ff04c8,Nando “Fernando” Tika,1,"update aplikasi malah disuruh update ke 5.0.7, di playstore yh terbaru cuma 5.0.6 niat ga sih ni oxygen bikin apps nya???",2025-03-04 07:03:44
ee3fc183-e5f8-415e-a13a-abe4af0eb4be,arifin toyeb,5,Mantap sdh 3 bulan pakai wifi ini..lancar,2025-03-03 15:21:50
a9c63ea9-4ddc-4c93-88ad-4014f55b9d62,garasi kecil,1,"PENIPUAN! SPEED G SESUAI ! CS WA GAK PERNAH SAMPAI SELESAI KL AD MASALAH, CALL CENTER DIHIBUNGIN GAK BISA ! BUBARIN AJA MENDINGAN !!!",2025-03-01 06:49:41
7501eff5-ada0-4d1b-93b8-84a6bb7bc25f,MORO NURDIANSAH DRIVER,1,Lama respon nya... Internet ga jelas,2025-03-01 02:53:21
cef8bce2-5821-4298-928a-cb7fd66b654d,Kang Asep,1,Di update malah g bisa kebuka...haduhh,2025-02-28 10:21:08
b17f56af-0393-4ad3-931e-b847421d3900,Cihuy Cash,1,Aplikasinya aja susah di buka woy,2025-02-28 08:34:11
5b9bafd1-17d4-403a-81f6-8441588ede49,roos nelly,4,Siknal kadang cepat kadang lambat.,2025-02-27 21:26:53
e3a2ece6-c536-493f-8a03-e47d3e5ea963,a.m marjuki,2,Waktu pertama pasang internet real time. Setelah 3 bulan anjlok saya pasang 75mbps cuman dapet speed 40mbps cek speed via kabel LAN.,2025-02-27 19:23:05
c294b0e5-c035-4fde-8b89-9ba3608cda8e,Chaotic,2,"Payah ah, mau pake fitur app ini tapi susah login karena lupa password, pake metode ""lupa password"" kode verifnya ga ada masuk ke email sama sekali",2025-02-27 12:08:23
cdab1eca-8b1c-49e0-9b2f-bacbfea49d89,Oky Syamsi,1,Stream 75 tp kwalitas sprti ga pake wifi .. lebih kenceng pake paket data biasa provider,2025-02-27 04:50:40
8927ce1d-e58a-4115-b6b3-948cb71e0b0d,Hyuu Souji,1,"Jgn pasang provider ini buat di rumah, karna sering trouble, complain Via WA otomatis di cut dan yg jawab BOT kalau sedang terjadi gangguan masal!! Percuma ambil paket paling bagus tapi kualitasnya jelek!! Setiap minggu pasti ada gangguan 2 sampai 3x sampe bosen dan hapal cara CS dan Bot yg jawab pasti templates",2025-02-26 13:58:27
3c3b3acb-57bc-4511-9147-65fc1f2281b6,AdhaN Craft,1,"Apa coba, pelayanan nya jelek, responnya ilang ilangan, teknisinya ghoib",2025-02-26 11:54:06
b8ecdeac-e6b7-47bb-81c3-75d332656339,Ahmad Fiqih,5,Makasih oxygen Internet,2025-02-26 00:00:53
64858de0-75a9-4b11-a655-36bf92e500c0,Raja Mbelgedes,5,mantab,2025-02-25 08:24:50
6678e41b-035c-4007-8589-fc70df6c9fab,Fikri Haikal,5,"Tampilan ui nya bagus dan simple, semoga fiturnya lebih lengkap",2025-02-25 02:37:26
ddede59c-6dba-4f8e-a20e-3459bd753f03,Indri Oktaviani,1,"Gila baru ngalamin pasang wifi bgni dmna2 pasang dlu ampe aktiv baru bayar , ini bayar di buru2 , awal blg lokasi bsa terpasang , pas udh bayar teknis dtg malah gk bsa di pasang .. aneh",2025-02-23 04:51:17
5361c9f4-0c5a-462a-a448-f22b218bd1f4,Rico Yolish,5,Ok,2025-02-22 10:47:19
a23d21fa-cd64-405b-8fbd-72fa8cd8e1c4,Enyen Enyen,1,Aplikasi di buka malah hitam doang kuar nya Payah PROGRAMER NYA,2025-02-21 18:33:54
e500268c-4b73-4a04-a7d4-bf3e7c509059,Nimasfitriya Chanel,1,Tidak bisa dibuka lemot,2025-02-20 15:57:57
4742a3e8-5bed-493c-9dac-b66e0318199c,devi puspita hardwilani,1,Makin kesini makin busuk jaringan nya. . lapor ke cs dan sales pun gak ada penyelesaian nya,2025-02-19 18:51:08
8bc311c0-49bd-42fb-aa68-bf22b4c29415,Rynaldo Rynaldo,1,Pelayanan buruk,2025-02-17 02:29:14
81ecf265-6aef-4d26-959b-df0ca72b1a7a,Ade Novilia Putra Kurniawan,1,"wifinya lemot banget. katanya speed 75mbps pas di test malah 0,5mb terus adminnya slowrespond banget ga kayak admin sebelah yang fast respond.. BARU PASANG SEHARI JARINGAN UDAH ILANG""AN GINI",2025-02-15 23:48:41
3f9462b1-bc3a-4047-b63f-3b6de1ac1969,Afrian Tika,5,2 hariii ini gk tersambung,2025-02-14 13:06:43
86cb6723-2a9c-4480-83c7-060609cf98b1,032 - Thania Mardhatillah,1,"penanganan keluhan customer nya jelek. saya sudah bolak balik chat oxycare dari wa karena wifi dan internet issue, tapi tidak ada perbaikan sama sekali. bolak balik juga dibuat pelaporan tapi laporan di close tanpa ada penanganan apapun. jelek banget.",2025-02-13 07:06:40
0b6655be-685f-4462-b4bb-e462ce242d18,Affan Zaan,1,Sudah bayar. Sales baru bilang ga bisa terpasang. Mana refund lama....,2025-02-12 06:43:08
936a338e-7a0d-4d87-a3b7-a19584889bd6,Ardi Febyan,1,Wifi eror di malam minggu terus pelayanan nya sangat lambat untuk admin edo..,2025-02-08 22:13:02
943092d7-a70c-4752-a478-62244fda36af,Yusril Affandi,1,Knp gak bisa diperbarui??dipake juga gak bisa,2025-02-07 05:44:02
8ebb9a02-6cd8-4bf5-8efc-14f7ffe4fa74,Herman Herman,5,Smg tambah bagus dan bermanfaat baik,2025-02-07 04:05:25
b89d1301-f43c-4cdf-a91c-99576f23c67d,A.M MARJUKI,1,"Responnya sangat slow banget laporan dari pagi, siang baru ada jawaban, udah gitu lama banget balas chatnya. sinyalnya kadang hilang terhubung tapi tanpa internet. sangat kecewa belangganan di sini. untuk kalian yang mau pasang Internet mending cari yang lain aja lah dari pada ribet dan kecewa.",2025-02-06 04:54:31
1d4b1da2-c6db-4c81-9abc-b3be6bcb7d5f,Phepy Thecityzens,1,Minta di downgrde. Malah suruh bayar terus. Gabisa di urus. Heran sama pelayanannya. Udah gitu balesnya lama bangett.,2025-02-05 02:30:24
795db344-3b89-4102-ad42-d8594d6088c5,dhafi ibrohim,1,"gila, keren banget di pake emel jaringannya ""LANCAR BANGET""",2025-02-04 14:07:46
4ea3ff29-3eef-49bb-afdb-f3fb0f40332a,Deddy Setiawan,5,"Aplikasi cukup bagus, user friendly, semoga ada tambahan paket ala carte (cth paket upgrade speed selama 1 hari, 2 hari, 3 hari dan seminggu ke kecepatan 200 Mbps). Thanks",2025-02-04 07:08:46
95111e57-572f-4de6-8745-255cb8862d0d,Simple Concept,1,Mau bayar lewat aplikasi lemot bgt anjirrr,2025-02-02 11:12:15
4a7507fd-66e3-4ca4-bb00-ca8633591a11,REYU 42,2,"Setelah update, kok tidak ada lagi menu pembyaran dgn QRIS",2025-02-02 09:23:18
dbab996d-1675-424f-84ab-8e999f499662,farid ajeh,2,"parah jaringan sering los putus dan juga internet sering slow lelet, hadeeee",2025-02-02 07:38:37
a09511f3-0c7f-4d9b-833e-1b38b6d362a5,Mirnawati Wati,5,"Blom sebulan sih,, tp sejauh ini bagus kok",2025-02-02 04:42:21
d5137843-c61f-47b2-ae96-abc051b7e600,Gladys Meyli,1,Aplikasi nya susah dibuka,2025-01-31 21:00:44
2e41ee6e-9250-4cb2-a7bc-f9d6bc523401,Fathir Abbas,1,saya mau login ke aplikasi nya namun saya lupa password nya tetapi tidak masuk kode verifikasinya baik itu via gmail ataupun sms,2025-01-31 14:49:46
d55af0a4-164e-4513-8c1c-f2cd86cd18f9,Ebi Setiawan,5,"Satu"" nya wifi yang internet nya stabil , penanganan nya ok ketika ada problem . Sales nya juga gercep Klo ada keluhan . Recommended bgt sih untuk yg mau berlangganan.. coba dan rasakan ..",2025-01-31 06:13:49
c0606a42-14c1-4511-8348-409e454fb850,Heru Rahman Fani Rangkuti,2,"Ini aplikasi udah 1 bulan gk beres2 min, bagaimana ngeliat info nya min. Hadeeeehh",2025-01-30 05:06:16
7f609f2e-d492-4704-8ba8-8068446c12c4,Bayu sekti aji,4,Yaa mayan,2025-01-27 06:10:40
7bfa7cc3-42aa-408d-9c45-4c09b9c26a74,Prabunda Sanjaya,2,aplikasi ngk jelas ngk bisah di buka di hubungi susah amat di balas ribet amat pelayanan minuss,2025-01-26 04:25:28
1478c732-e206-4581-a312-a9501e6b5a21,Sholawat 99 Iwin,1,Susah buka aplikasi ya..mau bayar aja susah,2025-01-25 16:08:16
50de6534-e595-447a-9e27-7abff9f78367,Eryka Gultom,1,"Wifi abal_abal...sinyal hilang terus klo pun ada tp muter"" doang gak jalan sama sekali..bagi yg mau coba wifi ini mending mikir dulu deh",2025-01-24 14:18:11
1739a595-8ddb-4eb0-8400-90eb1fcaf4aa,Risky22 Channel,1,"Hallo... Tolong ini sya mau bayar tagihan tapi aplikasi selalu error tidak bisa di buka, tolong di perbaikan lg, ini bukan yg pertama dan yg kedua, tp sudah sering",2025-01-22 17:44:36
d5b02123-3d24-406d-b855-7de4a07cd42b,Afidz Afidz,1,Customer live agent nya sangat lambat lelet buruk,2025-01-22 13:33:38
aecf0456-ae52-4ba8-a160-ca0906a4e04d,Nada Sendu,1,"Sumpah, baru kali ini mau masang wifi ribet banget, pembayaran kudu gercep, deposit dulu baru teknisi ke lokasi cek bisa atau enggak, giliran ga bisa, harus nunggu refund nya lama banget.. 14 hari kerja lebih ..",2025-01-22 08:49:20
714049ed-edd2-469c-b776-95bb5bffa876,-FIXER_FLASHBACK-,3,"apalah jaringan nya gk jelas bngt makin ksni, udh d reset jga masih aja lemot",2025-01-21 02:07:59
1ab124cd-cb14-4699-8fc3-93c46c652a7d,Takeshihanzo.01,1,Makin jelek kualitas aplikasi dan backbone kalian.. makin banyak yg pindah saya lihat dari komentar bintang 1,2025-01-20 09:11:06
2bd4fb80-0d56-42ac-8655-863e27ae06dc,HooMan Rider,1,Tidak bisa update lagi perangkat ga kompatibel dan gabisa buka aplikasinya,2025-01-16 10:39:47
d4c3a4f6-159e-430c-8cf5-dd8ff9399198,Sailesh Gotam,1,"Penipu, Brengsek, selalu menyusahkan🤦‍♂️🙆‍♂️ Buang aja Internet Oxygen ini. Ngga jelas & selalu menyusahkan, bahkan merugikan orang!",2025-01-16 06:17:37
177c3980-548d-490a-8ca7-130bcb158245,Krach,5,🏆,2025-01-15 03:07:25
2ea4db76-d3a7-43bd-aa7e-9a326bd74222,4KA23_Hestijuniar Triyana,1,kenapa sih kalo ujan Wifi-nya suka ga ada data? perasaan dulu tidak seperti ini,2025-01-14 03:04:29
385b95fd-79d7-4c22-93bb-c1e9718d6213,Elviez,1,Separah parah nya jaringan 3 di daerah ku lebih parah jaringan oxygen taik ini macam ngasih duit tiap bulan aja ke dia tapi jaringan lebih better 3 lagi,2025-01-13 14:28:11
80dd6f20-52c8-4a6d-906d-cadeea52f25d,Danz,5,Terimakasih,2025-01-13 10:33:51
56e78189-931b-42d2-8e6b-be66152a3849,Ridwan Drajad,5,Selama 2 tahun ini pakai oxygen di daerah Duren Sawit aman aman aja tidak ada gangguan yang berlarut larut. Jika ada gangguan CS akan cepat tanggap dan dalam waktu kurang dari satu hari Teknisi sudah datang untuk menanganinya.,2025-01-13 00:14:48
faeee804-bde0-48d8-8254-4f670f1b7de7,Vxn,2,los teross,2025-01-10 18:00:55
54424f86-4692-448a-bb5f-e82f3765572c,AhrsWindo Banyu,1,Apk jembut error gak mau dibetulin,2025-01-10 14:00:52
735157d0-8cd8-475d-b165-354e7c89bcbe,Ardi Setyawan,5,Makin canggih,2025-01-10 11:53:26
d0a60f81-e642-49b5-9edd-e7b2a4daf5d1,Maul 313,5,Since oktoberrrr 2021 - desember 2024 cuma 1 kali lost.. itu pun lgsg ditangain teknisi. Ini ISP terbaik dari ISP lain yg digunakan sepupu2 gw dijaksel .,2025-01-10 06:36:05
fabb3e9d-b495-4ae4-89dc-bf6d30a64b9b,grey lusyu,1,"waduh br jg brlangganan sebulan, udh gangguan aja. respon utk prbaikan sngat lambat. Tdk ada pmberitahuan lwt email klo internet gangguan ( los merah ). Dari smua komen qo bnyak minusnya ya Oxygen. Klo bgni caranya pindh provider lgi. Mf layanan utk user krg memuaskan. Kita bayar lho ngga gratis cuy.",2025-01-07 15:31:59
f56de4d8-97a1-4e39-8760-abca515a7d62,Ni Putu Kharisma Wati,5,"pemakaian kurang lebih selama 4 thn, sangat minim kendala sekalipun ada kendala cs dan teknisi jg sangat cepat untuk mengatasi dan memberi solusi, tidak ada kenaikan harga wlpn dlu saya masangnya pas promo, internet stabil, layanan bagus, pokoknya semuanya bagus, pertahankan yaa",2025-01-07 11:33:07
328ba7b2-8502-4158-ba2e-2d784aade221,Miko Rizal Imasura,1,Cacad kadang kadang gak bisa di acces,2025-01-06 05:53:41
a1e961ac-1c43-48cf-bcba-1866897de4bf,Aries Tampubolon,1,Pengalaman menggunakannya udah lebih dari 2 tahun setiap bulan pasti ada gangguannya dengan berbagai alasan dari pihak providernya. Ini juga wifi saya masih putus dari hari Sabtu sampe sekarang belum juga diperbaiki oleh pihak providernya. Sudah lapor tapi tanggapannya seperti ogah²an dan terkesan menghindar.,2025-01-05 23:18:45
78802e27-d4c9-4402-9127-b03b9e6f0e0a,MIRWAN OFFICIAL,1,Sangat2 buruk sekali untuk saat ini nama ny aja bagus,2025-01-05 12:26:38
a4d4cef0-8f15-473a-a0b9-26280911638f,raden bustari,5,Jaringan dan Layanannya yang sangat bagus,2025-01-04 04:43:55
dcbe9547-9425-4528-910e-d3176e8bbdc5,julieto y174,5,I like it 👍,2025-01-03 06:21:13
18a0383b-e479-4144-b3fd-abbae2adf7d0,Ade Priatna,5,Bagus,2025-01-02 08:29:27
f8e16a87-ccf1-49a9-87dc-2e58f48b2848,Erdy Prasetyo,2,"Pengujian speed meter dalam aplikasi, tidak berfungsi",2025-01-01 12:42:16
fdc2425b-a87b-49c9-aed1-63d5b233d4c4,Ragil,5,Oke aja sejauh ini,2025-01-01 03:05:58
8a43d2c2-37f2-4d9b-98b6-674bd2d44385,Lukmanul Hakim Siregar,5,Mantul...,2024-12-27 08:59:51
b50ef945-1123-4958-96f4-09efaf900d06,dede herlan,1,Layanan buruk aplikasi lemot cs lambat teknisi lambat Seminggu los merah tidak ada etikad unutk memperbaiki,2024-12-25 01:46:56
4bcb7d90-1571-4d27-8a99-eb2bccb56808,SUCIPTO TJOKRO,1,"App gak jelas. Mau test speed aja gak ada respon, tekan bantuan jg tidak ada respon.",2024-12-24 03:38:26
3e2432b0-0601-4172-a2b1-a4ea0313e105,somay Baku,5,Saya puas dgn oxy...semoga bisa cpt respon pelanggan,2024-12-23 04:42:04
164f0815-c5ce-4933-bc3e-29379d506aa5,tatang sutisna,4,"Bagus sih TPI bayar duluan baru bisa pake GK kaya yang sebelah pake dulu baru bayar dipikir pikir kok kaya prabayar ya oxigen ini,,,",2024-12-22 11:50:39
acb6646f-af80-4072-b4b5-9fbaacbaaefb,yusuf aliya,2,Aplikasinya sih ok tp responnya lelet Sering bgt los konek,2024-12-19 11:42:16
629b068d-4284-46e5-9641-56508bc68123,meirita nurmala sari,1,"Kian hari makin lemotttt, saatnya harus ganti yang lain neh",2024-12-18 01:56:30
74c34231-1049-4a6c-8198-2c607738966f,Dafa Adham,3,"Kode verifikasi untuk restart modem mandiri tidak terkirim, tolong diperbaiki",2024-12-17 03:24:46
566c8969-474d-4b4a-af90-c5dcae731d27,Andri 001,1,Lag,2024-12-16 15:15:19
0a2cfdf7-a479-4bd5-8a3b-70052cee8c1a,Afdhillah,1,Nyesal pasangnya. Kita pelanggan lapor ke CS tapi responnya sangat lama. Pada saat penawaran cepat kurang cepat responnya. Begitu complain lambat dan tdk menjawab dasar pertanyaannya..!!,2024-12-16 04:29:51
e5e0bc5d-888b-42c4-9795-5495306a27a0,ALBET ABDI,5,Ok,2024-12-15 15:06:46
9e8a63e1-7acb-4a62-a282-d8ebdd8af745,zaenudin abidin,1,"Saya ngga pernah masang wifi tsb dan ga pernah install apk ini, tapi kenapa ada tagihan kepada saya ?? Dan saya rasa cukup paham buat kalian, jujur saya ga tau ini apk apa tapi kenapa tiba2 hari ini ada tagihan 200rb.an aneh",2024-12-14 07:30:05
216758f3-ba7e-4bc3-91da-f92a71c2190a,clara ay,2,Oxygen sekarang kok lemoooooooot,2024-12-13 06:07:53
5946b512-1d72-43a0-b73a-082ceda86192,Aryanti Utami,1,"Tolong dibantu masa mau login disuruh ganti password, giliran verifikasi via SMS gamasuk masuk via email error terus. Kita loh mau cek tagihan, mau dibayar. Malah diputer puter kaya gangsing.",2024-12-11 05:57:08
2d8f9015-8a88-4db4-be78-ece0a5a215a7,Deni Putra,1,"Udah 3 hari lose, Dan belum ada teknisi yg datang Jawaban sales dan csnya g jelas",2024-12-09 08:20:27
69c1ea7d-14e3-4d74-ba33-ccfa76bbc6dd,rudy wahyudi,1,Aplikasi dibuka tampilannya cuma ijo doank,2024-11-30 05:38:00
